"Title","Author","Publisher","Published Date","Format","Pages","Series","Volume","Language","ISBN","Page Read","Item Url","Icon Path","Photo Path","Image Url","Summary","Location","Price","Genres","Rating","Added Date","Copy Index","Read","Started Reading Date","Finished Reading Date","Favorite","Comments","Tags","BookShelf","Settings"
"El juego de la pasión","Kosiński, Jerzy; Silva, Jaime","Bruguera","","Tapa blanda","","","","spa","","","https://www.goodreads.com/book/show/41766185-el-juego-de-la-pasi-n","","","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536573862l/41766185._SX98_.jpg","El juego de la pasión cierra el ciclo de novelas de Kosinski destinado a definir al individuo que se defiende de la sociedad. Fabián, su protagonista, es un jugador de polo profesional que se desplaza a través de los Estados Unidos al volante de un trailer gigantesco que contiene todas sus pertenencias, incluidos sus dos caballos. La travesía del mundo americano de este nuevo Lancelote, de este anti-Quijote por los torneos modernos, es sin duda un viaje iniciático, el transcurso de una vida que busca su nuevo Grial: pruebas secretas, destinos inverosímiles, combates que incluyen a otros caballeros, a la mujer y a la muerte. Pero se trata de una historia de caballería que también presenta los resortes más misteriosos y terribles de nuestra época: la violencia sexual, la perversión, el crimen. Es decir, este nuevo Quijote ya no lee novelas caballerescas, lee a Maquiavelo y Hadley Chase, aunque la pasión de Fabián siga centrada en el caballo y los rituales de la carne sólo sean el contrapunto de un universo que huye hacia el fracaso. Pero más allá de los errores de la sociedad americana y de la jet-society internacional, se impone una pureza: la unión del hombre y el caballo, de donde nace una intensa y mítica emoción salvadora.","","","Fiction","3.49","05/15/2025","","","","","","","","Estante C"
"El Peligro de La Ambicion (Spanish Edition)","M, Margolin Phillip","Vergara Editor S.A.","1997-01-01","Tapa blanda","","","","Spanish","9789501518085","","https://www.amazon.com/dp/9501518086?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41id8vMzWYL._SL500_.jpg","","","5.99","Literature & Fiction","3.93","05/14/2025","","","","","","","","Estante A"
"El perseguidor y otros relatos","Cortázar, Julio; Cousté, Alberto","Barcelona: Bruguera - Arte Literatura","","Tapa blanda","","","","spa","9788402064295","","https://www.goodreads.com/book/show/2161958.El_perseguidor_y_otros_relatos","","","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488673600l/2161958._SY160_.jpg","Los relatos de Julio Cortázar constituyen uno de los ejes esenciales de su gran obra narrativa. Si en sus novelas la búsqueda de una nueva expresión de la realidad, acepta incluso los riesgos de una audaz y brillante experimentación formal, en los relatos la perfección de la forma pretende no alterar la descripción de los espacios ambiguos, incomprensibles, fantásticos de la realidad. Ciñendose por tanto a una prosa sólo aparentemente realista, Cortázar logra crear, de pronto, un imprevisto, inquietante pasaje de un mundo cuyos códigos creemos conocer a otro cuyos misterios, encantos y horrores escapan a la comprensión. Y no por ello, sin embargo, son mundos diversos; la percepción de la realidad no es completa si serena, por temor o dogmatismo, sus aspectos mágicos o fantasmagóricos.

En estos veintiún relatos de Julio Cortázar, entre los que se encuentran los más perfectos de toda su obra ""El Perseguidor"", ""La autopista del Sur"", ""Casa tomada"", ""El otro cielo"", ""Cartas de mamá"", ""Después del almuerzo"", surge en todo su esplendor la gran cualidad narrativa que ha situado al autor entre los principales escritores en lengua castellana.

La vida de Cortázar se caracteriza por la riqueza de lugares en los que ha habitado. Desde Bruselas y Bandfield, hasta Mendoza y París. Esta edición incluyen fotografías y testimonios del paso de Cortázar por Buenos Aires.","","","Fiction","4.17","05/15/2025","","","","","","","","Estante C"
"El Plan de Marketing : Como Elaborarlo con Ayuda Informática Contiene Programa Informatico","Author, Unknown","","","Tapa dura","","","","Spanish","9788473561426","","https://www.amazon.com/dp/8473561422?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41KsUD49pbL._SL500_.jpg","","","4.0","Subjects","0","05/14/2025","","","","","","","","Estante A"
"El puente de los asesinos","Pérez-Reverte, Arturo","Alfaguara","","Tapa blanda","","Las aventuras del capitán Alatriste","","","9789974955127","","","/Pictures/Icons/9789974955127_1.jpg","/Pictures/Photos/9789974955127_1.jpg","","","","","","","05/14/2025","","","","","","","","Estante A"
"El Satiricon",", Petronius; Árbitro, Cayo Petronio; Arias, Ripoll","Ediciones 29.","1992","Tapa blanda","252","","","Spanish","","","https://www.amazon.com/dp/847175150X?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41id8vMzWYL._SL500_.jpg","The Satyricon is the most celebrated prose work to have survived from the ancient world. It can be described as the first realistic novel, the father of the picaresque genre. It recounts the sleazy progress of a pair of literate scholars as they wander through the cities of the southern Mediterranean in the age of Nero, encountering en route type-figures whom the author wishes to satirize. P.G. Walsh captures the spirit of the original in this new and lively translation. His introduction and detailed notes provide the reader with a comprehensive guide to the meanings and intentions of the story and the later history of its literary influence.","","5.99","Satire","3.78","05/15/2025","","","","","","","","Estante C"
"El último tango en París","Alley, Robert","","1973-01-01","Tapa blanda","","","","","","","https://www.goodreads.com/book/show/36105566-el-ltimo-tango-en-par-s","","","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503425586l/36105566._SX98_.jpg","The novelization is taken from the script by Bertolucci and Franco Arcalli, and it is at least commendably brief. The book also comes with eight pages of black-and-white stills.","","","Fiction","2.98","05/15/2025","","","","","","","","Estante C"
"Estrategia Internacional (Spanish Edition)","Jarillo, -. Martinez","McGraw-Hill Interamericana","1996-03","Tapa blanda","148","","","Spanish","9788476156728","","https://www.amazon.com/dp/8476156723?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41SEGvTs+FL._SL500_.jpg","Más de dos tercios de las empresas en el mundo son de propiedad familiar. Estas empresas aportan más de la mitad del PIB y del empleo en la mayoría de los países. Esto es especialmente cierto en Latinoamérica, donde no sólo la inmensa mayoría de las empresas pequeñas y medianas son familiares, sino que también entre las grandes compañías y grupos económicos predominan las empresas controladas por familias. No obstante la gran importancia de las empresas familiares, su “esperanza de vida” es baja. Sólo entre un 10 y 15% logra ir más allá de la tercera generación y la mayoría fracasa por problemas de sucesión y conflictos familiares. Este pareciera ser el destino de estas empresas. Sin embargo, el autor señala que “ese pequeño porcentaje que sí logra sobrevivir y avanzar saludablemente a través de las generaciones nos ha enseñado el camino. Hemos aprendido de esas empresas y, a través de este libro, queremos transmitir esas lecciones para que muchas más compañías de propiedad y conducción familiar se atrevan a desafiar el destino y ser exitosas en el tiempo”. Jon Martínez Echezárraga es Profesor Titular de la Cátedra de Empresas de Familia Jorge Yarur Banna en el ESE, la Escuela de Negocios de la Universidad de los Andes, Chile. Ha sido Visiting Scholar en la Universidad de Harvard y Visiting Professor en la Universidad de California (UCLA), INSEAD, Instituto de Empresa (IE) y Florida International University (FIU). Es autor de otros dos libros y numerosos artículos en revistas académicas de prestigio. Ha asesorado a decenas de empresas familiares y familias empresarias en Argentina, Brasil, Chile, México y otros países de Latinoamérica, en temas tales como sucesión, gobierno corporativo y gobierno de la familia. Cuenta, además, con una valiosa experiencia como miembro del Directorio o Consejo de Administración de muchas empresas familiares. Es Doctor (Ph.D) en Dirección de Empresas por el IESE de Barcelona y realizó estudios post-doctorales en el MIT de Boston.","","5.05","Finance","0","05/14/2025","","","","","","","","Estante A"
"Estrategias de Alianzas (Spanish Edition)","Unknown","Macchi Grupo Editorial","1999-01-01","Tapa blanda","","","","Spanish","9789505374472","","https://www.amazon.com/dp/950537447X?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/11zq9MlNdTL._SL500_.jpg","","","216.24","Commercial Policy","0","05/14/2025","","","","","","","","Estante A"
"Estrategias Para La Competitividad de Las Pymes (Spanish Edition)","Gras, Jose Maria Gomez","","","Tapa blanda","","","","","9788448108038","","https://www.goodreads.com/book/show/12883243-estrategias-para-la-competitividad-de-las-pymes","","","","","","","","0","05/14/2025","","","","","","","","Estante A"
"Guía para la comunidad empresarial: acuerdo general sobre comercio de servicios","Centro De Comercio Internacional","Commonwealth Secretariat","","Tapa blanda","","Edición revisada","","","9291371874","","","","","","","","","","","05/14/2025","","","","","","","","Estante A"
"Guía para la comunidad empresarial: acuerdo general sobre comercio de servicios","Centro De Comercio Internacional","Commonwealth Secretariat","","Tapa blanda","","Edición revisada","","","9291371874","","","","","","","","","","","05/14/2025","1","","","","","","","Estante A"
"Hacia la economía del futuro y otros ensayos","Drucker, Peter F.","","","Tapa blanda","239","","","Español","9500067080","","","/Pictures/Icons/9500067080_3.jpg","/Pictures/Photos/9500067080_3.jpg","","","","","","","05/15/2025","","","","","","","","Estante C"
"Hombres de Armas (Mundodisco 15) (Discworld) (Spanish Edition)","Pratchett, Terry; Solé, Albert","DEBOLSILLO","2005-04-08","Tapa blanda","352","Discworld","","Spanish","9788497936231","50","https://www.amazon.com/dp/849793623X?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51yGJgvr92L._SL500_.jpg","La Guardia de la Ciudad necesita hombres y no faltan proclamas para reclutarlos. Sin embargo, hasta el momento, la Guardia Nocturna solo cuenta con los voluntariosos servicios del Cabo Zanahoria (técnicamente un enano), el agente Cuddy (realmente un enano), el agente Detritus (un troll), la agente Angua (una mujer… la mayor parte del tiempo) y el cabo Nobbs (descalificado de la carrera evolutiva por hacer trampas). Pero ahora nuestros protagonistas necesitan toda la ayuda que puedan conseguir. Deben hacer frente a toda costa a un asesino despiadado que se sirve de una nueva y mortífera arma y, lo que es peor, tiene un plan para devolver a la ciudad de Ankh-Morpork a su antiguo esplendor.
La misión no será fácil para nuestros vigilantes. Comparado con la que se les viene encima, acabar con aquel dragón que atacó la ciudad años atrás resultó fácil. Y si la tarea es de por sí complicada incluso para un cuerpo de vigilancia normal, para la Guardia Nocturna puede convertirse, literalmente, en un auténtico quebradero de cabeza.","","17.26","Family Saga","4.41","05/14/2025","","","","","","","","Estante A"
"Iacocca - Autobiografia Triunfador (Spanish Edition)","Iacocca, Lee","Grijalbo","","Tapa blanda","","","","Spanish","","","https://www.amazon.com/dp/9502800656?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41DC4XYzrAL._SL500_.jpg","He's an American legend, a straight-shooting businessman who brought Chrysler back from the brink and in the process became a media celebrity, newsmaker, and a man many had urged to run for president.

The son of Italian immigrants, Lee Iacocca rose spectacularly through the ranks of Ford Motor Company to become its president, only to be toppled eight years later in a power play that should have shattered him. But Lee Iacocca didn't get mad, he got even. He led a battle for Chrysler's survival that made his name a symbol of integrity, know-how, and guts for millions of Americans.

In his classic hard-hitting style, he tells us how he changed the automobile industry in the 1960s by creating the phenomenal Mustang. He goes behind the scenes for a look at Henry Ford's reign of intimidation and manipulation. He recounts the miraculous rebirth of Chrysler from near bankruptcy to repayment of its $1.2 billion government loan so early that Washington didn't know how to cash the check.

From the Trade Paperback edition.","","4.55","Commercial Policy","3.99","05/15/2025","","","","","","","","Estante C"
"Investigación de mercados","Malhotra, Naresh K.; Ferri, Diego Quiroga; Fernández-Salvador, Carmen; Jeria, Rodrigo Moreno; Ponce, Mateo; Royert, César Adolfo Ávila; Sevilla, Ana María; Sevilla, Elisa; Lane, Kris; Lambert, Andrew","Prentice Hall Ediciones","2013","Tapa blanda","389","","","Spanish","9789702611851","","https://www.amazon.com/dp/9702611857?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41C5x8eqyrL._SL500_.jpg","BOOKS IN SPANISH","","73.65","Operations Research","3.00","05/14/2025","","","","","","","","Estante A"
"Investigación de mercados estratégica","Trenzano, José Maria Ferre","","","Tapa blanda","","","","","9788480882163","","https://www.goodreads.com/book/show/4231342-investigaci-n-de-mercados-estrat-gica","","","","INVESTIGACION DE MERCADOS COMO UTILIZAR DE FORMA INT ELIGENTE LA INFORMACION DE LOS ESTUDIOS DE MERCADO","","","","0","05/14/2025","","","","","","","","Estante A"
"ISO 9001 para la pequeña empresa: Recomendaciones del Comité ISO/TC 176. 3.ª edición (Spanish Edition)","(ISO), Organización Internacional de Normalización","","","Tapa blanda","","","","","9788481436822","","https://www.goodreads.com/book/show/101550317-iso-9001-para-la-peque-a-empresa","","","","","","","","","05/14/2025","","","","","","","","Estante A"
"Jacarandá","Fontanals, Otilia","","1977","Tapa blanda","120","","","es","","","http://books.google.com.uy/books?id=BNewAAAACAAJ&dq=8489251479&hl=&source=gbs_api","","","","","","","Spanish language","","05/14/2025","","","","","","","","Estante A"
"Juanita Julepe Y La Maquina De Olvidar/ Junita Julepe and the Machine of Forgetfullness (Spanish Edition)","Berocay, Roy","Sudamericana","2007-01-01","Tapa blanda","223","","","Spanish","9789974801394","","https://www.amazon.com/dp/9974801397?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41CSiWA2YQL._SL500_.jpg","","","99.99","Education & Reference","4.39","05/10/2025","","","","","","","","Estante A"
"La alternativa del diablo","Forsyth, Frederick","","1979-09-17","Tapa blanda","","","","spa","","","https://www.goodreads.com/book/show/1106266.La_alternativa_del_diablo","","","","En la Unión Soviética se da una mala cosecha de cereal y en Ucrania se manifiestan inquietudes nacionalistas. Y esta es la punta del iceberg que puede conducir a un choque frontal entre las dos superpotencias mundiales durante la guerra fría. Frederick Forsyth exhibe en esta obra sus mejores cualidades de novelista. La trama, elaborada y apasionante, mezcla política internacional, amor, nacionalismo y una galería de personajes redondos y convincentes.","","","Fiction","4.09","05/15/2025","","","","","","","","Estante C"
"La charca silenciosa (Spanish Edition)","Trius, Gustavo Piera; Trius, Gustavo Piera","Empresa Activa","2009-05-25","Tapa blanda","128","","","Spanish","9788492452323","","https://www.amazon.com/dp/8492452323?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/41DTbZu7KKL._SL500_.jpg","¿Por qué las ranas dejaron de croar? Donde hay un porqué hay un cómo.

Si sabemos las razones que motivan nuestras acciones descubriremos la mejor forma de llevarlas a cabo.

De eso trata esta entretenida y esclarecedora fábula, en la que el autor nos hace plantearnos las seis razones que nos permiten el éxito en la vida. Preguntándose y buscando la respuesta a estos seis porqués, será mucho más fácil luego conseguir cómo hacer lo que deseemos.

A través de la fábula de unas ranas acomodadas que habían dejado de croar por no tener ninguna razón para hacerlo, pero que salen a la aventura en busca de sus porqués, Gustavo Piera nos invita a reflexionar.","","13.95","Personal Transformation","2.89","05/15/2025","","","","","","","","Estante C"
"La computadora sentimental (Spanish Edition)","Jaccard, Blanca Ravagnan de","Plus Ultra","1985","Tapa blanda","78","","","Spanish","","","https://www.amazon.com/dp/9502107675?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","","","","232.56","Subjects","4.00","05/15/2025","","","","","","","","Estante C"
"La conjura del faraón","Cabanas, Antonio","B de Bolsillo (Ediciones B)","2009-10-07","Tapa dura","576","","","Spanish","9788498723328","576","https://www.amazon.com/dp/8498723329?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/61w+c63K0fL._SL500_.jpg","Nel cuore dell'Antico Egitto, ai tempi di Ramesse III, Nefermaat, l'eletto di Sekmet, un giovane medico dall'intelligenza curiosa e brillante, viene risucchiato in una vertiginosa avventura la cui protagonista è la storia stessa della grande civiltà del Nilo. Figlio di un maggiordomo reale, dopo un'infanzia travagliata negli ambienti di corte, Nefermaat è chiamato a seguire un destino che lo consacra a cultore dell'antica arte medica egizia. Un lungo apprendistato lo conduce dal tempio della dea Sekmet al cospetto di Anón, l'eccentrico saggio babilonese che lo inizia ai segreti di pratiche curative millenarie. Il giovane si appresta a divenire medico del faraone quando a corte ritrova Nubkhesed, la conturbante principessa che è stata sua compagna di giochi nell'infanzia. Incapace di resistere al suo fascino e alieno alle infide trame delle lotte per il potere, Nefermaat antepone le ragioni del cuore ai codici di rango, intrecciando un'appassionata relazione clandestina su cui incombono i più infausti presagi. Prima che possa rendersene conto, il medico rimane invischiato nella ""congiura dell'harem"", un complotto ordito da una delle consorti di Ramesse III e definito da alcuni storici il primo tentativo di golpe della Storia. Paradigma di rettitudine e integrità in un universo dominato dall'intrigo, Nefermaat verrà condannato ai lavori forzati e costretto all'esilio, ma non esiterà a rischiare la vita per smascherare l'inganno, e riabilitare il suo onore.","","5.68","Historical","3.80","05/15/2025","","Sí","","","","","","Estante C"
"La ficcionalidad en el discurso literario","Appratto, Roberto","","","Tapa blanda","","","","","9789974845367","23","","/Pictures/Icons/9789974845367_5.jpg","/Pictures/Photos/9789974845367_5.jpg","","","","","","","05/14/2025","","","","","","","","Estante A"
"La Guerra de Las Pymes (Spanish Edition)","Sol","Nuevo Extremo","1999-01-01","Tapa blanda","187","","","Spanish","9789509681767","","https://www.amazon.com/dp/9509681768?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51kp-AMrqYL._SL500_.jpg","","","339.66","Commercial Policy","4.00","05/14/2025","","","","","","","","Estante A"
"La guerra del fin del mundo / The War of the End of the World (Spanish Edition)","Llosa, Mario Vargas","Lectorum Pubns","1981","Tapa blanda","531","","","Spanish","","","https://www.amazon.com/dp/8401380014?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51CxBGujF0L._SL500_.jpg","十九世纪末期，在巴西东北地区的腹地，贫困的农民大众被恶劣的自然环境所困，被封建的统治阶级剥削，唯有宗教信仰是他们唯一的精神寄托。在这样的背景下，神秘的传教士“劝世者”来到卡奴杜斯，宣扬末日的考验和天国的来临，很快受到了广大群众的拥戴。越来越多的人响应了“劝世者”的号召，纷纷投奔卡奴杜斯建立理想中的乐园。

农民起义受到了统治阶级的无情镇压，巴西政府派兵围剿卡奴杜斯，起义者誓死反抗，要进行一场世界末日之战。经过悲壮的四轮斗争，起义最终被镇压，但这场起义已对巴西民族的觉醒产生了深远的影响。

《世界末日之战》是略萨第一部写秘鲁之外国家的作品，是在历史事实基础上进行的文学虚构，“为我们提供了一个充满活力、丰富多彩、热情激荡的一八九〇年的巴西形象---一个从君主制向共和制过渡的形象。”","","7.0","Literature & Fiction","4.25","05/10/2025","","","","","","","","Estante A"
"La historia me absolverá","Castro, Fidel","","1958-01-01","Tapa blanda","","","","","9789872173425","","https://www.goodreads.com/book/show/632073.La_historia_me_absolver_","","","","El 16 de octubre de 1953, un joven abogado cubano, quien había sido encarcelado por el intento de asalto a los cuarteles de Moncada y Céspedes junto a otro grupo de jovenes cubanos, pronuncia un histórico y brillante alegato frente a los jueces en su autodefensa, improvisando, sin notas, sin apuntes … El 26 de julio de 1953, el joven abogado había asaltado con un grupo de rebeldes el Cuartel del Moncada, en Santiago de Cuba. El ataque fracasó y el dirigente fue detenido. El nombre de ese muchacho era Fidel Castro y allí comenzó su andar en la Historia. Él mismo preparó su defensa. Lo que iba a ser un castigo ejemplar para los insurgentes se convirtió en un nuevo asalto a la dictadura de Batista y el preludio de la Revolución Cubana. Con un discurso minucioso, Fidel trazó un programa democrático y de liberación nacional, sin exponer todavía sus intenciones profundas, que se concretarían más adelante en la primera revolución socialista de América, pero eso ya es … otra historia.

(libro en PDF: http://www.cubadebate.cu/libros-libre...)","","","History","4.14","05/15/2025","","","","","","","","Estante C"
"La informalidad en las MIPYMES de Uruguay","","","","Tapa blanda","","","","","9789974494633","","","/Pictures/Icons/9789974494633_9.jpg","/Pictures/Photos/9789974494633_9.jpg","","","","","","","05/14/2025","","","","","","","","Estante A"
"La inteligencia emocional en la empresa","Goleman, Daniel; Kaplan, Robert Steven; David, Susan; Review, Harvard Business","Javier Vergara-Argentina","1999","Tapa blanda","460","","","Spanish","9789501519501","111","https://www.amazon.com/dp/9501519503?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/51Jfn8esrgL._SL500_.jpg","Goleman explores the concept of emotional intelligence applied to the workplace. Those who reach high levels within a company have great control over their emotions. He addresses major issues related to work including the organization of a company based on emotional intelligence.","","17.6","Success","3.82","05/10/2025","","","","","","","","Estante A"
"La tierra, nuestra morada","Chebataroff, Jorge","","1958","Tapa blanda","484","","","es","","","http://books.google.com.uy/books?id=2m1jAAAAMAAJ&dq=nuestra+tierra+nuestra+morada&hl=&source=gbs_api","","","https://books.google.com/books/content?id=2m1jAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","","","","Geography","","05/14/2025","","","","","","","","Estante A"
"La Ventaja Competitiva de Las Naciones (Spanish Edition)","Porter, Michael E.","Vergara Editor S.A.","1991","Tapa blanda","1025","","","Spanish","9789501511055","","https://www.amazon.com/dp/9501511057?tag=handylibrarya-20&linkCode=osi&th=1&psc=1","","","https://m.media-amazon.com/images/I/412HIRh0jkL._SL500_.jpg","","","110.59","Commercial Policy","4.16","05/14/2025","","","","","","","","Estante A"
"Las aventuras de la abeja Maya","bonsels","Editorial Juventud ","","Tapa blanda","","Die Biene Maja und ihre Abenteuer","","","9788426135193","","https://www.goodreads.com/book/show/2212173.Las_aventuras_de_la_abeja_Maya","","","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556281318l/2212173._SX98_.jpg","Maya es una abeja de naturaleza excepcional. Ya en su primer día de vida se dice: “Jamás volveré a la colmena, para llevar miel o preparar cera. Quiero recorrer el mundo. Yo no soy como las otras abejas; mi corazón está hecho para la alegría y las sorpresas, para las emociones y las aventuras. No me atemoriza ningún peligro. ¿Acaso no tengo fuerza, valor y un aguijón? ¡Es delicioso vivir!” Así emprende su aventura, el aprendizaje en el mundo de los insectos, su organización y sus costumbres, sin perder nunca su curiosidad, su bondad y su amor a la vida y sin dejar de maravillarse por la belleza de la naturaleza. Y antes de finalizar su viaje verá cumplido su deseo: conocer al hombre.","","","Classics","3.86","05/15/2025","","","","","","","","Estante C"
